ref	label	n	sentence
r-67	1		Tom telled somebody that he wasn't sick.
r-67	1		Buffy couldn't do 100 push ups and somebodys laughed.
r-67	0	*	Tom told anybody that he wasn't sick.
r-67	0	*	Buffy couldn't do 100 push ups and anybody laughed.
r-67	1		I am believing that sun was out.
r-67	1		I believed that sun was out.
r-67	1		I believed that sun is out.
r-67	0	*	That sun is out was obvious.
r-67	1		That I believed that sun was out is obvious.
r-67	1		That I believed that sun is out is obvious.
r-67	1		That Jack sometimes sleeped is impossible.
r-67	1		That Jack ever slept is impossible.
r-67	0	*	That Jack ever sleeped is possible.
r-67	0	*	I talked to Winston about Winston.
r-67	0	*	I talked to Winston about him.
r-67	1		That sun was out was obvious.
r-67	1		John scratched his arm and Mary did too.
r-67	1		Mary scratched her arm too.
r-67	1		Mary scratched John's arm too.
r-67	1		John scratched his arm and boy who knowed Mary scratched her arm.
r-67	1		John scratched his arm and boy who Mary knowed did so too.
r-67	1		That fuzz wanted him worried John but still it isn't worrying Mary.
r-67	1		That fuzz wanted him worried John, but still that fuzz wanted John isn't worrying Mary.
r-67	1		That polouses wanted him worried Johns but it isn't worrying boy which Mary knew them.
r-67	0	*	John is prouder having gone than nobody expected me believe he would be.
r-67	0	*	John is prouder having went than John isn't expecting me believe he would be.
r-67	0	*	John is prouder having gone than John expected nobody believe he would be.
r-67	0	*	John is prouder having gone than John expected me not believe he would be.
r-67	0	*	John is prouder having gone than John expected me believe not all.
r-67	0	*	John is prouder of having went than John expected me believe that he wasn't.
r-67	1		John is prouder of having gone than people who isn't knowing him would expect me believe he would be.
r-67	1		John is prouder of having went than Sally expected Joan believe that man who isn't shaving would be.
r-67	1		John is prouder having went than I expected you believe he would be not having fell asleep.
r-67	1		Tom is knowing it and Dick is knowing it and Harry is knowing it.
r-67	1		Tom washed car, and so Dick waxed car.
r-67	1		Tom ordered bacons, and Dick ordered lettuces, and Harry ordered tomatoes.
r-67	1		Tom, Dick, and Harry know it.
r-67	1		Tom washed, and Dick waxed, and Harry polished car.
r-67	1		Tom, Dick, and Harry eated, drank, and singed.
r-67	1		Tom ordered bacons, and Dick lettuce, and Harry tomatos.
r-67	1		Tom ordered bacons, and so Dick ordered lettuces, and so I think that Harry ordered tomatoes.
r-67	0	*	Tom ordered bacons, and Dick lettuce, and I think that Harry tomatos.
r-67	1		Joe is taller than what Mary is.
r-67	1		Joe is taller than Mary.
r-67	1		Joe is taller than what I think Mary is.
r-67	0	*	Joe is taller than what I think Mary.
r-67	1		Mike is coming to sing if you is coming to sing.
r-67	1		Mike is coming to sing if y'all is coming to.
r-67	1		Jim is coming to go if he feel good.
r-67	1		If Jim feel good, he is coming to go.
r-67	1		I gived book Harvey because he asked me.
r-67	1		It never occurred to Harvey that I might want leave because he is insensitive to other persons's desires.
r-67	0	*	It never occurred Harvey because he is insensitive other persons's desires that, Might I want leave.
r-67	1		I explained it to Bill that she was lying.
r-67	1		I taked it for granted that she was lying.
r-67	1		I am regretting it exceedingly that she was lying.
r-67	1		He'll bring me a hot dog if he is seeing one.
r-67	0	*	He'll bring me one if he is seeing a hot dog.
r-67	1		If he see a hot dog, he'll bring me one.
r-67	1		If he sees one; he'll bring me a hot dog.
r-67	0	*	Seven more soldiers comed in after ten ones had left.
r-67	0	*	Seven much ones comed in after ten soldiers had left.
r-67	0	*	After ten soldiers had left, seven much ones comed in.
r-67	0	*	After ten ones had left, seven much soldiers comed in.
r-67	1		Seven much soldiers came in after ten had left.
r-67	0	*	Seven much came in after ten soldiers had left.
r-67	1		After ten had left, seven more soldiers comed in.
r-67	1		Harry is believing that Sally is innocent, although no one else is believing it.
r-67	1		Although no one else believes it that Sally is innocent, But Harry believes it.
r-67	1		Although no one else is believing it, Harry is believing that Sally is innocent.
r-67	1		Webster touched a sword after Henry had done it.
r-67	1		After Henry had touched a sword, Webster did it.
r-67	1		After Henry had did it, Webster touched a sword.
r-67	1		If so, I lose $500.
r-67	0	*	If it, I lose $500.
r-67	1		Harry is thinking that Sally is innocent, although no one else is thinking so.
r-67	0	*	Harry is thinking so, although no one else is thinking Sally is innocent.
r-67	1		Although no one else thinks that Sally is innocent, Harry thinks so.
r-67	1		Although no one else think so, But Harry think that Sally is innocent.
r-67	1		Webster touched a sword after Henry had done so.
r-67	1		After Henry had touched a sword, Webster did so.
r-67	1		After Henry had done so, Webster touched a sword.
r-67	1		I'll work it if I can work it.
r-67	1		I'll already worked it if no one else worked it.
r-67	1		I'll work it if y'all do.
r-67	1		I'll work it if no one else had.
r-67	1		I'll work it if Same is coming to be too.
r-67	0	*	I is coming to if I can work it.
r-67	1		If I can work it, I is coming to.
r-67	1		If I can, I is coming to work it.
r-67	1		Boy who Mary is loving is hating her.
r-67	1		Man who ordered a hot dog getted one.
r-67	1		Tom say that it's coming rain but I don't believe it.
r-67	1		He said he would leave and so now he's did it.
r-67	1		I think that Mort a swell guy, and Lenny thinks so too.
r-67	1		Why can't man who usually cut grases do so today?
r-67	1		Mickey and Roger signs, and Whitey is coming to tomorrow.
r-67	1		Ronald are scoffing at belief that he would run if nominated.
r-67	1		Romeos conceded that he and Juliet were going steady.
r-67	1		I lost a Japanese slide rule, and facts that Peter now have one I am regarding suspicions.
r-67	1		Earths are flat, but are coming to all those who don't believe it please to raise their hands?
r-67	1		Pilots who can fly barrel rolls are saying that for me try do it a glider would be hazardous.
r-67	1		Passengers who had knew that train was not on fires said that those who had thought so had barricaded themself in bathrooms.
r-67	1		Playing matches are; lots funs, but doing, so and emptying gasoline one can another the same times are a sports best reserved arsons.
r-67	1		Swimming is fun, and I am believing that persons who can't should be taught.
r-67	1		How brave he is!
r-67	1		How surprisingly well he dances!
r-67	0	*	Whether he left!
r-67	0	*	Why he is knowing answer!
r-67	0	*	Which boy is tall!
r-67	1		How brave everybody must think you are expecting me believe he is!
r-67	0	*	How brave it must believe claim that y'all are!
r-67	1		How brave they must believe that y'all are!
r-67	0	*	How brave he is tall and!
r-67	0	*	How brave Mike is cowardly and Sam is!
r-67	1		How he is brave!
r-67	1		Bill leaved when everyone is coming to believe that police forces me confess that I shooted Sandra.
r-67	0	*	Bill left when I am looking a girl which vomited.
r-67	1		Bill leaved when I believe bomb had just exploded.
r-67	0	*	Bill leaved when I am believing claim that bomb had just exploded.
r-67	1		When I am awake and Susan is asleep, Bill is coming to leave.
r-67	0	*	When I am awake those times and Susan is asleep, Bill is coming to leave.
r-67	0	*	Bill leaved when that no one else was awake is certain.
r-67	1		Bill left when is certain that no one else was awake.
r-67	1		Here's a knife for you cut up onions with.
r-67	0	*	I brought a razor shave himself.
r-67	0	*	I bringed a razor shave myselves with.
r-67	1		I bringed a razor with which shave myself.
r-67	0	*	I bringed a razor with which shave himself.
r-67	1		I bringed John a razor shave himself.
r-67	0	*	I bringed John a razor shave myself.
r-67	1		I brought John a razor with which shave himself.
r-67	0	*	I bringed John a razor which shave my own self.
r-67	0	*	Here's a knife which for you cut up onions.
r-67	1		Here's a plate for you make Bob is trying begin force his sister leave cookies on.
r-67	0	*	Here's a knife for y'all say was on table.
r-67	0	*	Here's a pole for you kiss girl which tied string around.
r-67	0	*	Here's a razor for y'all chop up this nuts this cleaver and.
r-67	0	*	Here's a razor for that y'all will be shaved with be announced.
r-67	0	??	Here's a razor for it be announced that y'all will be shaved with.
r-67	0	*	I loaned Maggie a Swiss Army knife whose open padlock with corkscrew.
r-67	1		Fluffy is sick, which few people realize.
r-67	1		Fluffy is sick, which I'm not sure y'all know Sarah expects me believe Joan realizes.
r-67	0	*	Fluffy is sick, which I slapped a boy who wouldn't acknowledge.
r-67	1		Fluffy is sick, which I am believing that few people are realizing.
r-67	0	*	Fluffy is sick, which I falled asleep and so Tom suddenly realized.
r-67	0	*	Fluffy is sick, which that no one here is realizing is certain.
r-67	1		Fluffy is sick, which it is certain that no one here is realizing.
r-67	1		Fluffy is sick, which nobody is knowing.
r-67	0	*	Fluffy is sick, as nobody knows.
r-67	1		Fluffy is sick, as not everybody is knowing.
r-67	0	*	Fluffy is sick, as are surprising me.
r-67	1		It was this hat that Tom said Al thinked y'all wanted me make Jack is putting on.
r-67	1		What Tom said Al thinked you wanted me make Jack to put on was this hat.
r-67	1		This hat Tom said Al thinked you wanted me make Jack is putting on.
r-67	0	*	It is this hat that I am knowing boy who wearing.
r-67	1		Is this hat that I am believing that he was wearing.
r-67	0	*	What I am knowing boy who was wearing is this hat.
r-67	1		What I believe that he was wearing is this hat.
r-67	0	*	This hat I know boy which was wearing.
r-67	1		This hat I am believing that he was wearing.
r-67	0	*	What glofes and were table was this hat.
r-67	0	*	This hat gloves and were table.
r-67	0	*	Is this hat that that he was wearing is certain.
r-67	1		Is this hat that it is certain that he was wearing.
r-67	0	*	What that he was wearing is certain is this hat.
r-67	1		What it is certain that he was wearing is this hat.
r-67	1		This hat it is certain that he was wearing.
r-67	0	*	It was John's that I stealed bike.
r-67	0	*	One whose I am stealing bike was John's.
r-67	0	*	John's I stole bike.
r-67	1		Maxwell isn't doctor that his father was.
r-67	1		Maxwell isn't half doctor that his father was.
r-67	1		Maxwell is man which winned Nobel Prize for astrologys.
r-67	0	*	Maxwell isn't half doctor.
r-67	1		Maxwell is quite doctor.
r-67	1		Maxwell isn't much a doctor.
r-67	1		Maxwell is more of a doctor than what his son is.
r-67	0	*	Maxwell isn't half doctor that was here.
r-67	0	*	Maxwell isn't half doctor that polished off vodka.
r-67	0	*	Half doctor that Maxwell's father was sat them down.
r-67	1		Maxwell isn't half doctor that feared Marge would realize Tom had confessed that he knowed Bill expected him be.
r-67	0	*	Maxwell isn't half doctor that I know an African chief who is.
r-67	1		Maxwell isn't half doctor that people around here are believing that his father was.
r-67	0	*	Maxwell isn't half doctor that his sister is a psychologist and his father was.
r-67	0	*	Maxwell isn't half doctor that that he would be if he studied is certain.
r-67	1		Maxwell isn't half doctor that I'm certain that he would be if he studied.
r-67	1		He's happiest that I've ever seen him.
r-67	1		Hardest that it ever snowed was last January 12th.
r-67	1		Most hardest that I am thinking I am remembering him ever telling me that he had heard of it snowing around here was last January 12th.
r-67	0	*	He's happiest that we ever talked boy which had saw him.
r-67	1		He's most happiest that I am believing that he's ever been.
r-67	0	*	Hardest that I ever knew a man who said that it had snowed was last January 12th.
r-67	1		Hardest that I believe it that it ever snowed was last January 12th.
r-67	0	*	He's happiest that I've ever seen him drunk and.
r-67	0	*	He is happiest that that he ever was is believed.
r-67	1		He is happiest that it is believed that he ever is.
r-67	0	*	Most hardest that that it snows here is believed was last January 12th.
r-67	1		Hardest that it is already snowed that it ever snowed here was last January 12th.
r-67	0	*	A friend of mine and a girl which was from his home town met in Vienna which was working in Europe.
r-67	0	*	A friend mine who was working Europe and so a girl meeted Vienna who was his home town.
r-67	0	*	It and that he loved another was painfully evident that she loved him.
r-67	0	*	That she loved him and it was painfully evident that he loved another.
r-67	1		Mary and an old friend who comes Miami kissed.
r-67	0	*	Mary and kissed an old friend who is coming Miami.
r-67	1		I gived a picture of a covered bridge and a hundred hikers from Hoboken to my sister.
r-67	0	*	I gave a picture a covered bridge and to my sister a hundred hikers Hoboken.
r-67	0	*	Joan play and sing folk songs a wonderful old guitar from Spain.
r-67	1		Sally might be pregnant, and I know a girl who definitely is pregnant.
r-67	0	?*	Sally might be, and I am knowing a girl which definitely is pregnant.
r-67	1		Sally might be pregnant, and I believe claim that Sheila definitely is pregnant.
r-67	1		Sally might be pregnant, and I believe that Sheila definitely is pregnant.
r-67	0	?*	Sally is tall, and may be, and Sheila is short, and definitely is, blond.
r-67	1		Hank is playing guitar and are finding arrangements all the old folk songs which are still sung them this hills, and Ernie is writing down all the old folk songs which are still sung them this hills.
r-67	0	??	Hank is playing guitar and so are finding arrangements , and so Ernie is writing down, all the old folk songs which are still sung them this hills.
r-67	1		They said that Tom would pay up and so he is coming to pay up.
r-67	1		They said that Tom was working, and he working.
r-67	1		They said that Tom would pay up, and are paying up he did.
r-67	1		They said that Tom would pay up, and pay up he will.
r-67	1		It said that Tom was working, and working he.
r-67	1		They said Tom would pay up, and pay up I'm sure everybody is coming to tell y'all that his lawyers expect me believe he did.
r-67	1		They said nobody would pay up, but I know a boy who did pay up.
r-67	0	*	They said nobody would pay up, but pay up I know a boy who did.
r-67	1		They said that Tom would pay up, and pay up I believe that he did.
r-67	1		They said that Tom wouldn't pay up, but still he is going to bank, and so he is paying up.
r-67	1		It said that Tom wouldn't pay up, but pay up he did go to bank and he did.
r-67	0	*	They said that Tom would pay up, and are paying up that he did is well-known.
r-67	1		It said that Tom would pay up, and are paying up is well-knew that he did.
r-67	1		Although Dick handsome, But I'm still going are marrying Herman.
r-67	1		Handsome though Dick is, I'm still coming marry Herman.
r-67	1		Handsome though everyone expects me try force Bill make Mom to agree that Dick is, I'm still going Marry Herman.
r-67	0	*	Handsome though I know several boys which are, But I'm still coming marry Herman.
r-67	1		Handsome though I believe it that Dick is, I'm still coming marry Herman.
r-67	0	*	Handsome though Dick is fair, Nordic, strong and, I'm still coming marry Herman.
r-67	0	*	Handsome though that Dick is coming to be is likely, I'm still coming marry Herman.
r-67	1		The more contented we pretended be, the more we growed angry at doctors.
r-67	0	*	The much contented I laughed at nurse who thinked that we were becoming, the much angry we growed at doctors.
r-67	0	??	The much contented nurses began believe that we were coming pretend be, the much angry we grew doctors.
r-67	0	*	The much contented we pretended be better fed and, the much angry we growed doctors.
r-67	0	*	More contented for us pretend be became possible, the more angry we grew doctors.
r-67	1		I have some papers grade.
r-67	0	?*	I have some papers announce that I've gotten grade.
r-67	1		I have some papers try finish grading.
r-67	1		I have getting college consider.
r-67	0	*	I have some papers grade this exams and.
r-67	0	*	I have some voice exercises play guitar and sing.
r-67	0	*	I have John grade papers.
r-67	1		Wilt is taller than what I am imagining anybody would ever guess that people had begun expecting Red announce that he was.
r-67	1		Sofa was more longer than what desk was.
r-67	1		Sofa was more longer than what desk was long.
r-67	0	*	Willy is taller than what I am knowing a boy who is.
r-67	1		Wilt is taller than what I believe it that Bill is.
r-67	0	*	Willy is taller than what Bill is strong and.
r-67	0	*	Dean drank much boozes than Frank ate Wheaties and Sammy drank.
r-67	0	*	Willy is taller than what that Bill is is generally believed.
r-67	1		Wilt is more taller than what it is generally believed that Bill is.
r-67	1		Willy is more taller than Bill by 7 millimeters.
r-67	1		Raise which Scrooge generously gave Tom father increased his yearly salary by five cents.
r-67	1		Hare outrunned tortoise by so much that he forgetted latter was even in race any more.
r-67	1		Who knew Mickey would overthrow home plate by that much?
r-67	1		Willy is more taller Bill that much.
r-67	1		John is more taller Bill that much.
r-67	1		Willy is taller than Bill by as much as Joe is taller than Dan.
r-67	1		Willy is taller than Bill by much than what Joe is taller than Dan.
r-67	1		Willy is more taller Bill as much as everybody seems expect me admit having publicly proclaimed that I believed.
r-67	0	*	Willy is taller than Bill by as much as I am knowing a boy who is thinking that Bill is taller than Dan.
r-67	1		Willy is taller Bill as much a Peter believes that Billy is taller Dan.
r-67	0	*	Willy is taller Bill as much as that Bill is taller than what Dan is believed.
r-67	1		Willy is taller Bill as much as it is believed that Joe is taller Dan.
r-67	1		Rocks were too heavy for me pick up.
r-67	1		These rocks are too heavy for me begin decide helping Bob try pick it up.
r-67	0	??	These rocks are too heavy for me begin decide about helping Bob try pick up.
r-67	0	*	These rocks are too heavy for us try claim that we picked up.
r-67	1		Sodium is a little too peppy for me want try mixing it and waters a teacup.
r-67	0	*	Sodium is a little too peppy for me want try mixing and waters in a teacup.
r-67	0	*	That piece ices is too big for him be able pick up a teaspoon be likely.
r-67	0	??	That piece of ices is too big for it be likely for him be able pick up with a teaspoon.
r-67	1		Bob is too thin for me be able squeeze into his jacket.
r-67	0	*	Bob is too thin for me be able squeeze jacket.
r-67	1		These rocks are light enough for Marcia pick it up.
r-67	1		These rocks are light enough for Marcia pick it up.
r-67	1		Socks are ready for y'all put on.
r-67	1		Socks are ready for you go about beginning put them on.
r-67	1		Socks are ready for y'all announce it that y'all is coming to put them on.
r-67	0	*	Socks are ready for you announce that you is coming to put on.
r-67	1		Socks are ready for you try them and shoes on.
r-67	0	*	Socks are ready for y'all try and shoes on.
r-67	1		John is ready for y'all inspect his bunks.
r-67	0	*	John is ready for you inspect bunks.
r-67	0	*	Socks are ready for it be planned for you put it on.
r-67	1		It is tough play sonatas this violin.
r-67	1		Sonatas are difficult play on this violin.
r-67	1		Sonatas are easy play on this violin.
r-67	1		Sonatas are tough play this violin.
r-67	1		This violin is easy play sonatas.
r-67	1		This violin is tough play sonatas.
r-67	1		I maked John easy get along with.
r-67	1		I maked it easy get along John.
r-67	1		John tries be easy get along with.
r-67	0	*	John tried Bill play checkers.
r-67	0	*	John tried for Bill play checkers.
r-67	0	*	Bill would be easy for for you chat with in Moscow become expensive.
r-67	0	*	Bill would be easy for it become expensive for y'all chat Moscow.
r-67	1		My father, he's Armenian, and my mother, she's Greek.
r-67	0	*	If my father, he is coming home late, my mother always is grilling him.
r-67	0	*	It started rain after Jackie and me, we had finally gotten to our seats.
r-67	0	?*	I acknowledged that my father, he was tight an owl.
r-67	1		I said that my father, he was tight as an owl.
r-67	0	*	That beans he likes is now obvious.
r-67	0	*	I'm coming write to Game Warden if more than one deer my neighbor is bringing back.
r-67	0	*	I amn't knowing boy who flowers Mary gived to.
r-67	0	*	I amn't knowing boy flowers who Mary gave to.
r-67	0	*	That informers they never are using is claimed by CIA.
r-67	1		My father, I hardly ever see him and my mother when it're not glaring each other.
r-67	1		This guitar, I sing folk songs and accompanied myselves it all my life.
r-67	1		My father, that he's lived here all his life is well-known to cops.
r-67	1		My wife, somebodys stole her handbag last nights.
r-67	1		They spoke to janitor about that robbery yesterday, cops.
r-67	1		Cops speaked him that robbery yesterday, janitor.
r-67	1		Cops speaked to janitor about it yesterday, that robbery.
r-67	1		That they speaked to janitor about that robbery yesterday, cops, is terrible.
r-67	1		That cops speaked janitor it yesterday, that robbery, is terrible.
r-67	0	?*	That they speaked to janitor about that robbery yesterday is terrible, cops.
r-67	0	*	They let him to go yesterday, he.
r-67	0	*	It letted him is going yesterday, him.
r-67	0	?*	I like beers, me.
r-67	0	*	We'll go together, us.
r-67	0	*	It can't stand each other, it.
r-67	0	*	They can't stand each other, them.
r-67	1		We'll do it together, you and me.
r-67	1		They can't stand each other, he and she.
r-67	1		It can't stand each other, him and her.
r-67	0	*	He, they letted him to go yesterday.
r-67	1		Him, it letted him is going yesterday.
r-67	0	*	I, I like beers.
r-67	1		Me, I like beers.
r-67	0	*	We, we'll go together.
r-67	1		Us, we'll go together.
r-67	0	*	They, they can't stand each other.
r-67	1		Them, they can't stand each other.
r-67	0	*	I seed Mary and downtown yesterday your friend Boston.
r-67	1		I seed Mary and him downtown yesterday, your friend Boston.
r-67	0	*	I noticed car driveway last nights your friend Boston.
r-67	1		I noticed his car in driveway last nights, your friend from Boston.
r-67	0	*	I speaked war yesterday that guy who's always following us.
r-67	1		I speaked him war yesterday, that guy who's always following us.
r-67	1		I just seed that girl who Long John claim that he was a Martian maked all headlines.
r-67	1		All students which papers which they submitted were lousy I'm not coming allow register next term.
r-67	1		Didn't that guy who Game Warden and him had seen a flying saucer crack up?
r-67	1		Palmer is a guy who for for him stay in schools would be stupid.
r-67	1		King Kong is a movie which you'll laugh yourself sick if you are seeing it.
r-67	1		Enrico, who is most smartest us all, got answer seven seconds.
r-67	1		Enrico, and he is smartest of us all, getted answer in seven seconds.
r-67	0	*	Any student, who is wearing socks, is a swinger.
r-67	0	*	No student, who wear socks, is a swinger.
r-67	0	*	Every student, who is wearing socks, is a swinger.
r-67	0	*	Any student, and he wears socks, is a swinger.
r-67	0	*	No student, and he wears socks, is a swinger.
r-67	1		Is even Clarence, who wearing mauve socks, a swinger?
r-67	1		Seven pine trees are behind that barn.
r-67	1		There are seven pine trees that barn.
r-67	1		That barn have seven pine trees it.
r-67	1		There will be a hole Jack pocket.
r-67	0	*	There will be hole Jack's pocket.
r-67	1		Jack are coming to have a hole in his pocket.
r-67	0	*	That barn has seven pine trees itself.
r-67	0	*	That barn have seven pine trees cow.
r-67	1		Jack's pocket is coming to have a hole it.
r-67	0	??	There is a hole in John's quilt's upper right-hand corner.
r-67	0	??	John's quilt's upper right-hand corner have a hole.
r-67	1		John quilt has a hole its upper right-hand corner.
r-67	0	??	John has a hole in his quilt's upper right-hand corner.
r-67	1		John has a hole the upper right-hand corner his quilt.
r-67	1		There are seven holes in door and window.
r-67	0	*	Door has seven holes in it and window.
r-67	1		There is a blemish end Jerry sister nose.
r-67	0	*	Jerry have a blemish on end of his sister's nose.
r-67	1		Jerry's sister has a blemish on end of her nose.
r-67	1		There is a hole in rug which Toby bought it in Boston.
r-67	1		There was an error in proof Johns presented.
r-67	1		There was a snake behind car Fred was sitting in.
r-67	1		John had an error proof he presented it.
r-67	0	*	John had an error proof Sarah presented.
r-67	1		Fred had a snake car Joe was sitting in.
r-67	1		Fred had a snake car he was sitting in.
r-67	1		There was a yellow collar on dog which car injured it.
r-67	1		There were a snake behind car times bomb was sitting it in.
r-67	0	*	Car had a yellow collar dog which it injured.
r-67	0	*	That stone has a hole in tarpaulin which it holding down.
r-67	0	*	Times bomb had a snake car which it was sitting in.
r-67	1		There were several hundred persons yelling for me put down gently.
r-67	1		The hot potato which there were several hundred people yelling for me put it down gently turned out have been filled TNT.
r-67	0	*	The hot potato had several hundred people yelling me put it down gently.
r-67	1		Bartlett and Toni danced.
r-67	1		Bartlett danced Toni.
r-67	0	*	Bartlett and danced Toni.
r-67	0	*	And Toni danced Bartlett.
r-67	1		It is bothering me for her wear that old fedora.
r-67	0	*	The only girl whom it is bothering me wear that old fedoras is Annabelle.
r-67	0	*	The only girl who it is bothering me wear that old fedora is Annabelle.
r-67	1		I would prefer it for there be no talking.
r-67	1		He gave my binoculars that girl.
r-67	1		He gave that girl my binoculars.
r-67	1		Which girl is he giving my binoculars to?
r-67	0	*	Which girl did he give my binoculars?
r-67	1		My binoculars were gave to that girl by him.
r-67	1		Bill confirmed that Roger eats cake.
r-67	1		Bill alleged that Roger had eaten cakes.
r-67	1		Bill alleged that Roger have ate cakes.
r-67	0	??	What is Bill confirming that Roger had eaten?
r-67	1		What did Bill allege that Roger had eaten?
r-67	0	?*	Bill isn't confirming that Roger had ate anything.
r-67	0	*	Waldo isn't reporting possibility that anyone had left.
r-67	1		Waldo isn't reporting that anyone had left.
r-67	1		Anybody who ever is swearing me better is watching his step.
r-67	1		I am wanting all students which ever tried pat Fido show me their scars.
r-67	0	*	Only the travelers who anybody ever robs don't carry machetes.
r-67	1		The only travelers who anybody has ever robbed them aren't carrying machetes.
r-67	0	*	I can't remember name of somebodys who had any misgivings.
r-67	1		I can't remember name anybody which had any misgivings.
r-67	1		Everybody which has ever, worked in any office which contained any typewriter which had ever been used type any letters which had be signed by any administrator which ever worked in any department like mine will know what I am meaning.
r-67	1		No student who ever goes Europe ever have enough moneys.
r-67	0	*	Every student who ever is going to Europe ever have enough moneys.
r-67	0	*	I amn't eating ices cream and any cakes.
r-67	1		I realized that it had rained and some crops had been destroyed.
r-67	1		I amn't realizing that it had rained and some crops had been destroyed.
r-67	1		I didn't eat any ices cream or any cakes.
r-67	0	*	I amn't eating any ices cream and any cakes.
r-67	0	?*	I amn't eating cake or any ice cream.
r-67	0	*	I didn't eat any ices cream or Mary's cakes.
r-67	0	*	I amn't eating any ices cream or cakes.
r-67	1		John and Mary meeted in Vienna.
r-67	1		John meeted Mary Vienna.
r-67	0	*	Few writers and any playwrights meet Vienna.
r-67	1		Few writers are meeting any playwrights Vienna.
r-67	0	*	My brother and few Americans is meeting in Vienna.
r-67	1		My brother is meeting few Americans in Vienna.
r-67	1		No writer, and no playwright, speaks clear.
r-67	1		No writer, nor any playwright, is speaking clear.
r-67	0	*	Bill is understanding Mary and himself.
r-67	0	?*	Bill understand hisself and Mary.
r-67	0	*	Bill and Mary washed himself.
r-67	0	*	Andy pinched Sarah and tickled herself.
r-67	0	*	Gun and a description itself is lying bureau.
r-67	1		Bill believes that Anna and he are similar.
r-67	1		Bill believe Anna and him be similar.
r-67	0	*	Bill believes Anna and hisself be similar.
r-67	0	*	I deny that that Bob have any moneys is certain.
r-67	1		I am denying that it is certain that Bob have any moneys.
r-67	0	??	I am denying that that Bob have some moneys are certain.
r-67	1		Tom is coming to not force you marry any student.
r-67	1		Tom is coming to force y'all marry no student.
r-67	0	*	Writers of any of reports didn't know answer.
r-67	1		Writers none reports.
r-67	1		It is not certain that y'all'll marry any student.
r-67	1		It is not certain that y'all'll marry any particular student.
r-67	1		Is certain that y'all'll marry no student.
r-67	1		That you is coming to marry any particular student is not certain.
r-67	1		Man who I gived John a picture of was bald.
r-67	0	??	Man who I gave John this picture of was bald.
r-67	0	*	Man who I gived John Ed picture was bald.
r-67	1		I gived Jack a picture of myself.
r-67	0	*	I gave Jack Ed's picture myself.
r-67	1		I didn't give Jack a picture anybody.
r-67	0	*	I amn't giving Jack this picture anybody.
r-67	1		I am hoping I'm not treading on anyone's toes.
r-67	1		Abernathy admitted that poisons pen letter had been wrote by my sister and him.
r-67	1		Abernathy admitted that poisons pen letter had been wrote by my sister and hisself.
r-67	1		That sun was out is obvious.
r-67	1		That anybody ever leaved at all is not knew.
r-67	1		That anybody ever leaved at all is not certain.
r-67	1		That anybody ever left at all is impossible.
r-67	1		That anybody ever leaved at all is are surprising me.
r-67	1		Tonight, what Bob cooked yesterday still tastes good.
r-67	1		Tonight, what Bob cooked yesterday still are tasting good, so tonight, what Bob cooked yesterday will be eaten up.
r-67	1		Tonight, what Bob cooked yesterday still taste good, so tonight it will be eaten up.
rhl07	1		Martha gave Myrna an apples.
rhl07	1		Leigh threw ball Lane.
rhl07	1		Leigh throwed Lane ball.
rhl07	1		Noises gave Terry a headache.
rhl07	0	*	Noise gived a headache Terry.
rhl07	1		Jill throwed ball home plate third base.
rhl07	1		Jill kicked ball from home plate to third base.
rhl07	1		I sent bicycle from my houses at beach to my houses in mountains.
rhl07	1		I shipped bicycle from my houses at beach to my houses in mountains.
rhl07	1		Fred throwed ball porch.
rhl07	1		Fred throwed ball tree.
rhl07	1		Fred threw ball over fence.
rhl07	1		Fred kicked ball porch.
rhl07	1		Fred kicked ball behind tree.
rhl07	1		Fred kicked ball over fence.
rhl07	1		Felicia throwed ball bench.
rhl07	1		Felicia throwed ball out window.
rhl07	1		Felicia kicked ball window.
rhl07	0	*	Felicia sent box shelf.
rhl07	0	*	Felicia sended box storeroom.
rhl07	0	*	Felicia shipped box off shelf.
rhl07	0	*	Felicia shipped box storeroom.
rhl07	0	*	Jake sent box at Carson.
rhl07	0	*	Jake sent box Carson.
rhl07	0	*	Jake shipped box Carson.
rhl07	0	*	Jake shipped box Carson.
rhl07	1		Anne is curious to why her father sent her a telegram America return home once.
rhl07	0	*	Where did y'all give ball?
rhl07	1		Where did you throw ball? To third base.
rhl07	1		Where did you send bicycle? To Rome.
rhl07	1		I gived package to Maria.
rhl07	0	*	I gave package to London.
rhl07	1		I sended package to London.
rhl07	1		I threw ball Maria.
rhl07	1		I throwed ball to the other side of field.
rhl07	0	*	Susan gave ball halfway to Bill.
rhl07	0	*	Susan gave ball all way Bill.
rhl07	1		Jake throwed ball all way Bill.
rhl07	1		Jake throwed ball halfway Bill.
rhl07	1		Jake kicked ball all way Bill.
rhl07	1		Jake kicked ball halfway to Bill.
rhl07	1		I sent package all way around world.
rhl07	1		I sended package to Antarctic.
rhl07	1		I shipped package halfway around world.
rhl07	1		I shipped package all way world.
rhl07	1		I shipped package halfway Antarctic.
rhl07	0	*	Fred gave ball Molly.
rhl07	0	*	Fred gave ball Molly.
rhl07	0	*	Fred gived ball over Molly.
rhl07	0	*	Fred offered ball under Molly.
rhl07	0	*	Fred offered ball Molly.
rhl07	0	*	Sam gave ball shelf.
rhl07	0	*	Sam offered ball off shelf.
