ref	label	n	sentence
r-67	1		Shooting of prisoner had shocked me.
r-67	1		Telling Peter that am knowing the more taller man John, which Peter isn't believing.
r-67	1		Have divulged when Bill had promised to call me, but still have done so reluctantly.
r-67	1		'll talk to John on Friday about me shocked report that shooting of prisoners , and to his wife on Saturday.
r-67	1		About that man read statement which was.
r-67	1		Have read the statement that man.
r-67	0	*	Man who am reading the statement which had been like about is like sick.
r-67	1		Man who have read the statement about is like sick.
r-67	1		Have read that Bill had seen me.
r-67	0	*	Have read that Bill had seen myselves.
r-67	1		Evidences that had been like drunk would be presented.
r-67	1		Evidence would be presented that had been like drunk.
r-67	1		That defendant had been like rude have been stoutly denied by his lawyer.
r-67	1		Bill had told me something awful: those ices won't sink.
r-67	1		This to it is the hat which 'm going to see that my wife buy.
r-67	1		This is hat which  see that my wife is buying.
r-67	1		Phineas of Maxime knows the girl who is like jealous.
r-67	1		Phineas behind Maxime knows girl is.
r-67	1		Phineas are knowing one girl working with Maxime.
r-67	0	*	Who-who Phineas of ? know girl who is like jealous.
r-67	0	*	Who-all Phineas know the girl that which is behind?
r-67	0	*	Who-all Phineas know the girl which that working?
r-67	0	*	Who-all Phineas know the girl jealous of?
r-67	0	*	Who-all are Phineas knowing one girl behind?
r-67	0	*	Who-who Phineas knowing one girl working with?
r-67	1		Believing this-hat wearing claim that Otto was.
r-67	1		Have believed that Otto was wearing this hat.
r-67	0	*	Hat which have believed claim that Otto was wearing is like red.
r-67	1		Hat which have believed that Otto was wore is like red.
r-67	1		Rutherford is understanding himself.
r-67	0	*	Rutherford is understanding. by himself.
r-67	1		That man who had ordered ices cream had said that puddings would be like tasty.
r-67	1		Puddings would which order ices cream say be like tasty were horrors show.
r-67	1		Man what which had ordered had said puddings would be like tasty.
r-67	0	*	Pudding which man who ordered said them would be like tasty was the the horror show.
r-67	1		A sheriff had denied that gangsters had bribed him.
r-67	1		That gangsters had bribed him have been denied by sheriff.
r-67	0	*	To $ 400,000 money which am discussing claim that company had squandered amounts.
r-67	0	*	To $ 400,000 money what that am discussing Sarah claim that company squander amounts.
r-67	1		Money which have amounts-to squander hopes that company would $400,000.
r-67	1		To $ 400,000 money which would have the chance to squander amounts.
r-67	1		Moneys which would make proposal for to squander amounts $400,000.
r-67	1		Moneys which would make the proposal that squander amounts it $400,000.
r-67	1		Yawn.
r-67	1		Sam had progressed.
r-67	1		Bill had given me $40.
r-67	1		Have taken the snooze.
r-67	1		Sam had made the progress.
r-67	1		Bill had made the gift to me $40.
r-67	1		Max had given car shove.
r-67	1		Have feeling that Arch would show up.
r-67	1		Bob had proved that this set is like recursive.
r-67	1		Bob had proved this set is like recursive.
r-67	1		That proof that this set is like recursive is like difficult.
r-67	1		Have hopes companys would squander moneys.
r-67	1		Have feeling that companys squander that moneys.
r-67	0	*	Have made the proposal squander moneys.
r-67	1		Dick claim that semantics is like generative is like preposterous.
r-67	1		Are discussing their claim that flying saucers are like real.
r-67	0	*	Myron than red making Suzie's claim that dead is like better.
r-67	1		Myron is than red making claim that dead is like better.
r-67	0	*	Having Tom feeling that that companys would squander that moneys.
r-67	0	*	Myra had taken Betty's snooze.
r-67	0	*	Bill had made Sarah gal to me $40.
r-67	0	*	Max had given that car Levi shove.
r-67	1		Man that which was arrested them by Officer Bob going like mad.
r-67	1		Jack is claiming that won't need.
r-67	1		Jack claiming y'all won't need.
r-67	0	*	That claim y'all won't need it it is being made it by Jack.
r-67	1		're of these days going to hurt yourselves one.
r-67	1		Have spoken to Bill about himself.
r-67	0	*	She saying that himself was like hungry.
r-67	1		Knowing man hates me.
r-67	0	*	Am knowing man who is hating myself.
r-67	1		Have read him two statements himself.
r-67	0	*	Have read him Judy's statement himself.
r-67	1		Behind me know two mans who are.
r-67	1		Behind me know two mans.
r-67	0	*	I am knowing two mans behind myselves.
r-67	1		Are like too flip with persons are like jealous of you.
r-67	1		Have screamed at some childs who were watching me.
r-67	1		Have screamed at some childs watching me.
r-67	0	*	What sofa gon between some table put that chair and?
r-67	0	*	What would put chair table and some sofa.
r-67	0	*	Lute which Henry is playing and so are singing madrigals is warped.
r-67	0	*	Nurse who had polished his trombone and plumber had computed my tax had been one blond.
r-67	0	*	Which trombone did nurse polishs and?
r-67	0	*	That plumber what which that nurse had polished his trombone and have computed my tax had been the hefty fellow.
r-67	0	*	Whose-all tax nurse polished his trombone and plumber compute?
r-67	1		Irma had washed dishes, and so Sally had dried, and so Floyd had idled.
r-67	1		Have gone to and have bought some whisky store.
r-67	1		Have gone to store and so Nike had bought some whisky.
r-67	1		Here's whisky have gone store which and bought.
r-67	1		Here's whisky which have gone to store and Mike had bought.
r-67	1		Tony for a tall nurse has Fiat and yearns.
r-67	0	*	The tall nurse who-all have the Fiat and yearns is like cruel him.
r-67	0	*	A shirts which goed to a movies and aren't picking up would costing us lot of moneys.
r-67	1		Have gone to store and buy some excellent whisky.
r-67	0	*	The excellent whisky have gone store which and bought had been too costly.
r-67	1		Have gone to store to buy some whisky.
r-67	0	*	Tony for a tall nurse has Fiat to yearn.
r-67	0	*	Have gone to not to pick shirts movies up.
r-67	0	*	To the movies went to not pick the shirts up.
r-67	0	*	Have gone to store to bought some whisky.
r-67	1		's gone and have ruined her dress now.
r-67	1		've gotta try and are finding that screw.
r-67	1		Aunt Hattie is wanting to be like nice and are kissing your granny.
r-67	1		That screw which  get to try and are finding is holding that door to that frame.
r-67	1		Which granny Aunt Hattie wanting to be like nice and kiss?
r-67	1		Boy work in one skyscraper and girl in one quonset hut.
r-67	0	*	Which boy is working in one skyscraper and girl in one quonset hut?
r-67	0	*	Skyscraper which boy is working in and girl in the quonset hut is belonging to Uncle Sam.
r-67	0	*	Girl who the by works in the skyscraper and in the quonset but having the dimple on his nose.
r-67	0	*	Which quonset hut boy work in skyscraper and girl in?
r-67	0	*	Ferrari which Pietro buy from me and Sofia adore costed him the bundle.
r-67	1		From me Ferrari which Pietro, who Sofia adores it, bought cost him one bundle.
r-67	1		Sally might be like pregnant, and everyone is believing Sheila definitely is like pregnant.
r-67	1		Sally might be, and everyone is believing Sheila definitely is, like pregnant.
r-67	1		Tom had picked this grapes, and have washed this grapes, and Suzie would prepare this grapes.
r-67	1		Tom had picked, and have washed, and Suzie would prepare, this grapes.
r-67	0	*	Tom had picked, and have washed some turnips, and Suzie would prepare, this grapes.
r-67	1		Student who is failing the final exam or who-all do not do reading would be executed.
r-67	1		Students is failing the final would be executing or students no do reading exam would be executed.
r-67	1		John has been captured by a cops and 'm like afraid 'll talk.
r-67	1		Have heated up coffee and so Sally had wiped table off.
r-67	1		Although Bob may not be the nut, but many persons claim and am thinking so too.
r-67	0	*	Although Bob may not be nut, but many person have claiming and am thinking so too.
r-67	1		When get back and what-what you bring me?
r-67	1		Are Making comfortable.
r-67	1		Merv showed up, isn't it and so did play cheses?
r-67	0	*	Sally's sick and what-all brought me?
r-67	0	*	Are Making comfortable and so I have gotten like sick.
r-67	0	*	What-all eating or did play cheses?
r-67	0	*	Which boy and girl had embraced?
r-67	0	*	'm like hungry and play chess?
r-67	1		Who-who eat what?
r-67	1		What-all exploding when?
r-67	1		Who-who to whom gave what?
r-67	1		How long this fit of the generosity last and who-all given what to whom?
r-67	0	*	Have seen y'all there and so who-all had eaten what?
r-67	0	*	What-all had exploded when and so have warned y'all would?
r-67	1		Please are making comfortable and 'll wash dishes.
r-67	1		Y'all please are making yourselves comfortable and I'll wash dishes.
r-67	1		Harry would be in Marines next year and Herman were drafted last nights.
r-67	1		Sasha is gobbling down faster than can reheat them dumplings.
r-67	1		Am wanting to peruse that contract before filing away.
r-67	1		Fred had torn that curtain in roiling up.
r-67	0	??	Dumplings which Sasha is gobbling them down faster than can reheat are like extremely tasty, if say it so.
r-67	1		Curtain which had torn in rolling up had been the kind gift of my maternal Aunt Priscilla.
r-67	1		Am wanting to peruse that contract before damaging while filing away.
r-67	1		Sasha gobbling down faster than can reheat meatballs dumplings.
r-67	1		Am wanting to peruse that before filing away deed contract.
r-67	1		Fred teared that curtain in rolling up that wallpapers.
r-67	0	*	Am thinking Anita may have poisoned meatballs that what Sasha gobbling down dumplings faster than can reheat.
r-67	0	*	Deed am wanting to peruse that contract which before filing away is probably forgery.
r-67	1		A dumpling what that Sasha gobbling them down faster than can reheat a meatball are like extremely tasty, if say it so.
r-67	1		Am suspecting that contract which am wanting to peruse filing away deed may some loophole.
r-67	1		Curtain what that had torn in rolling wallpapers up had been the kind gift of my maternal Aunt Priscilla.
r-67	1		Dumplings is gobbling them down faster than can reheat them which are like extremely tasty, if say it so.
r-67	1		Report which government is prescribing height of lettering on cover of are like invariably boring.
r-67	1		Are Reporting covers of which government is prescribing height of lettering on almost always have put me to sleep.
r-67	1		On the covers of which of public funds Reports the lettering the governments prescribe the height of are one shocking waste.
r-67	1		Are Reporting that height of that lettering on the covers of which that governments prescribes should be abolished them.
r-67	0	*	Reports which prescribe height Lettering covers are like invariably boring.
r-67	0	*	Report on cover of which governments prescribe height of lettering almost always have put me to sleep.
r-67	0	*	Reports of lettering on covers of which governments prescribe height are shocking waste of public funds.
r-67	1		By several Greek authors has book.
r-67	1		Greek authors having books Which by?
r-67	0	?*	By which Greek author have books?
r-67	0	*	That boy who have watched Bill and have been like vain.
r-67	0	*	Boy Bill and who-all I watch was like vain.
r-67	1		Would give me one hat which know it that won't like.
r-67	1		Boy whose guardians employee have elected had betrayed us president.
r-67	0	*	Boy whose guardian's have elected employer president had betrayed us.
r-67	0	*	That boy whose have elected guardian's guardians's employer president had betrayed us.
r-67	1		Ask Bill to make a old geezer to take up this points later.
r-67	1		This point 'm going to ask Bill to make the old geezer to take up later.
r-67	1		Boy guardians employer have elected president.
r-67	0	*	Boy's guardian's have elected employer president.
r-67	0	*	Boy's have elected guardians's employer president.
r-67	1		Have elected president boy's guardians's employer.
r-67	0	*	Have elected employer president boy's guardians's.
r-67	0	*	Have elected guardians's employer president boy.
r-67	1		Which boy guardians employer electing president?.
r-67	0	*	Which boy's guardian's elected employer president?
r-67	0	*	How picked up TNT carelessly?
r-67	1		How carelessly picking up TNT?
r-67	1		Sheila had married that are talling man.
r-67	1		Like How tall man Sheila married?
r-67	0	*	How tall is Sheila marrying man?
r-67	0	*	How is Sheila marrying tall one man?
r-67	1		Which bed Tom sleep?
r-67	1		Bed which had slept had been like hard.
r-67	1		Which bed Tom sleep on?
r-67	1		Bed which Tom had slept had been like hard.
r-67	1		My sister had arrived at the times when no buses were running it, and so my brother had arrived at the times when no buses were running it too.
r-67	1		Jack had disappeared the mysterious manner and Hudson had disappeared the mysterious manner too.
r-67	0	*	Jack disappearing in the mysterious and so Marion disappeared one manner too.
r-67	0	*	What times arrive at?
r-67	0	*	A manner which disappeared it was creepy.
r-67	0	*	Place which am living place where Route 150 crosses Hudson River.
r-67	1		A only relatives who-who 'd I like to do away are my aunts.
r-67	1		That meeting 'd liking to sit in.
r-67	0	*	The only relative whom 'd like to do away are my aunt.
r-67	0	*	To whom tryna make up now?
r-67	0	*	On that meeting 'd liking to sit.
r-67	1		Whose-whose right are expecting to speak?
r-67	1		One plan which got winds of was calculated to keep us in the suspense.
r-67	1		Y'all notice which difficulty he had made.
r-67	1		Who-all tryna get hold?
r-67	0	*	One plan of which gotten wind was calculated to keep us in the suspense.
r-67	0	?*	Noticed of which difficulty had made light?
r-67	0	*	Whom tryna get hold?
r-67	1		That only offer which am planning to take the advantage give me an eleven month have paid vacation.
r-67	1		Scenes to which censors took objections had to do with that mixed marriage of woman and a giant panda.
r-67	1		The Advantage would be of his offer taken.
r-67	1		Her offer would be taken the advantage.
r-67	1		In this experiment, fourteen variable must be kept tracks of simultaneously.
r-67	1		The Objection have been taking to a our skirts length.
r-67	1		An-honorable-end-to negotiate plan to that war in Vietnam were getting winds of.
r-67	0	*	Lights were of her indiscretions made.
r-67	1		Her indiscretions have been making light of.
r-67	0	*	Hold have been of some rare old manuscripts gotten.
r-67	1		Some rare old manuscripts been gotten hold of.
r-67	1		Use have been of Gauss 's polynomial lemma made .
r-67	1		Tabs have been on all persons entering the station kept.
r-67	0	??	Person whom have kept tab all have proved to be like innocent.
r-67	0	*	Faiths were in all kinds of people had.
r-67	1		My friends Mike have talked to about politics yesterday.
r-67	1		My friends Mike had talked politic yesterday.
r-67	0	*	Mike about politics talked to yesterday my friends.
r-67	0	??	She of the difficulties we might have at the border made light, not too surprisingly,.
r-67	1		Have given to that officer charge that blackjack. which had found that cookie jar.
r-67	1		Am like confident of, and my bos are depending on, the successful outing at tracks.
r-67	0	*	A University's student are like intelligent and faculty is committed to the freedom.
r-67	1		That boy's uncle and aunt were kissed.
r-67	0	*	That boy whose uncle and Tom aunt grandmother were kissing them had been like furious.
r-67	1		Who-all gawking at?
r-67	1		Which hat you believing that herself never had worn?
r-67	1		Reporters have expected that principals will fire some teacher.
r-67	1		That principals would fire some teacher have been expected by reporters.
r-67	1		Teacher who reporters expected them that principals would fire is one crusty old jerk.
r-67	0	*	That teacher who that that principal would fire have been expected them by the reporters is the crusty old jerk.
r-67	1		That teacher that what have been expected them by the reporters that that principals would fire is the crusty old jerk.
r-67	0	*	Hat which that brought it seemed strange nurse was the fedora.
r-67	1		Have disliked boy playing piano loudly.
r-67	1		Boy whose loud playing of piano disliked it was student.
r-67	1		Piano which have disliked boy's playing loudly had been badly out of tune.
r-67	1		Boy's loud playing of piano had driven everyone crazy.
r-67	1		Boy's playing piano loud drived everyone crazy.
r-67	1		That piano, boy loud playing of which had driven everyone crazy, have been badly out of tune.
r-67	0	*	That piano, boy playing which loudly had driven everyone crazy, had been badly tune.
r-67	0	*	That piano, which boy's playing loudly of tune drove everyone crazy, was badly out.
r-67	0	*	Have Done that had played that piano are surprising y'all?
r-67	0	*	Will for to have playing piano surprised you?
r-67	0	*	Whether had played piano known?
r-67	1		Hi having played that piano are surprising you?
r-67	1		Mike quip that never wear this hat.
r-67	0	*	Mike had quipped he never had worn this hat.
r-67	0	*	Am disliking for to tickle myselves.
r-67	0	*	I am disliking his tickling myself.
r-67	1		For Anna to tickle her are driving Frank crazy.
r-67	1		Anna tickling him driving Frank crazy.
r-67	1		Investigating all persons owning parakeet.
r-67	0	*	Cages which donated wires for convict to build with are like strong.
r-67	0	*	What kind cf parakeets investigating all persons owning?
r-67	1		Is appearing to be like true that Harry is liking girls.
r-67	1		This is dog had chased cat had caught rat had eaten cheese.
r-67	0	*	Her efficient looking of answer up please boss.
r-67	1		His efficient looking up of a have pleased a boss answer.
r-67	1		With her father did away.
r-67	0	*	Had done her father away.
r-67	1		Isn't like true that that Bob was lying have been like obvious.
r-67	1		The proof have been giving that that claim that John lied been made.
r-67	0	*	Proof that a claim been made have been giving that John lied.
r-67	0	*	That Sam isn't picking those package up is like possible which are to be mailed the tomorrow.
r-67	0	?*	That Sam isn't picking that packages which are to be mailed the tomorrow up is like possible.
r-67	0	*	Is like possible that Sam isn't picking no packages which are to be mailed the tomorrow.
r-67	1		That Sam isn't picking that packages up does which be to be mailed the tomorrow is like possible.
r-67	1		Which packages is it like possible that Sam isn't picking up does which be to be mailed the tomorrow?
r-67	1		Sam isn't picking that packages up does which be to be mailed the tomorrow until it had stopped it raining.
r-67	1		Sam had picked those package up does which be to be mailed the tomorrow rest mights, but didn't wanted to do so until it stopped raining.
r-67	0	?*	Sam isn't picking those packages up until it had stopped it raining which are to be mailed the tomorrow.
r-67	1		Which packages are to be mailed the tomorrow is it like possible that Sam isn't picking up until it had stopped it raining?
r-67	0	*	Which packages is like possible that Sam isn't picking up does which be to be mailed the tomorrow until it stopped it raining?
r-67	0	*	Which packages aren't Sam picking up which to be mailed the tomorrow until it had stopped it raining?
r-67	1		Girl had come in who had wore this coat.
r-67	0	*	Coat which one girl came it in who had wore was tore.
r-67	1		That that for Herschel to throw the would confuse guards fit have been like obvious is not like true.
r-67	1		Isn't like true that that for Herschel to throw would confuse guards fit have been like obvious.
r-67	1		Is not like true that had been like obvious that for Herschel to throw one fit will confuse guard.
r-67	1		That that would confuse guards for Herschel to throw fit have been like obvious is not like true.
r-67	1		It for Herschel is not like true that that would confuse guard to throw fit have been like obvious.
r-67	1		That had been like obvious that would confuse guards for Herschel to throw the fit isn't like true.
r-67	1		For Herschel is not like true that had been like obvious that will confuse a guards to throw fit.
r-67	1		The review this article had come out yesterday.
r-67	1		The review had come out yesterday of this article.
r-67	1		Review is seeming to have come out yesterday of this article.
r-67	1		Why aren't y'all picking no review up this article?
r-67	1		Ann of Chairman Mao to her teacher going to send the picture , as soon as gets it home.
r-67	1		Ann send the picture to her teacher of Chairman Mao, as soon as gets it home.
r-67	0	*	Which picture Ann going to send her teacher Chairman Mao as soon as herself gets it home?
r-67	0	*	Who-who Ann to her teacher of going to send the picture , as soon as gets home?
r-67	1		That the review had come out yesterday of this article is like catastrophic.
r-67	0	*	That the review had come out yesterday of this article is like catastrophic.
r-67	1		'll to my good friend from Akron give some.
r-67	0	*	'll from Akron give to my good friend some.
r-67	1		Around midnight have promised that would be there.
r-67	1		Have promised that would be there the tomorrow.
r-67	1		The Tomorrow have promised are chatting would be there.
r-67	1		Have promised that the tomorrow would be there.
r-67	1		Around midnight promised that will be there.
r-67	1		Bean amn't liking.
r-67	1		Proud of him 've never been.
r-67	1		Bean don't in his life think 'll be like able to convince me Harry ever tasted.
r-67	1		It had been the tomorrow that have promised that will be there.
r-67	1		Beans that amn't liking.
r-67	1		Are thinking that sometimes had gone there alone?
r-67	1		Won't asking y'all to believe that had tried to force me to give her some moneys.
r-67	1		That sometimes had gone there alone is like certain.
r-67	1		Y'all for something believe that somebodys were looking?
r-67	1		Never met that man who-who did somebody try to kill.
r-67	1		Any money are there won't.
r-67	0	*	Would ask y'all to believe that had tried to force me to give her any moneys.
r-67	1		You think that he ever went there alone, isn't it?
r-67	1		That ever gone there alone is like odd.
r-67	0		That ever had gone there alone is like certain.
r-67	0	*	Never have met that man who-all had tried to kill.
r-67	1		Tom had told somebody that wasn't like sick.
r-67	1		Buffy couldn't doing 100 push up and so somebody had laughed.
r-67	0	*	Tom telling anybody that wasn't like sick.
r-67	0	*	Buffy couldn't doing 100 push up and so anybody had laughed.
r-67	1		Am believing that a sun had been out.
r-67	1		Have believed that sun had been out.
r-67	1		Believe that that sun is out.
r-67	0	*	That that sun is out have been like obvious.
r-67	1		That have believed that that sun had been out is like obvious.
r-67	1		That believing that sun is out is like obvious.
r-67	1		That Jack sometimes had slept is like impossible.
r-67	1		That Jack ever sleep is like impossible.
r-67	0	*	That Jack ever had slept is like possible.
r-67	0	*	To Winston about Winston talked.
r-67	0	*	To Winston about him talked.
r-67	1		That sun had been out have been like obvious.
r-67	1		John had scratched hi arm and Mary have done too.
r-67	1		Mary had scratched his arm too.
r-67	1		Mary had scratched John's arm too.
r-67	1		John had scratched his arm and boy had known Mary have scratched her arm.
r-67	1		John scratching his arm and boy who Mary knew them did so too.
r-67	1		That a fuzz had wanted had worried John but didn't worried Mary.
r-67	1		That fuzz had wanted had worried John, which that fuzz had wanted John didn't worried Mary.
r-67	1		That polouses wanted worried Johns but still it isn't worrying boy who knew them.
r-67	0	*	John is prouder of having gone than the nobody had expected that I should believe she will be.
r-67	0	*	John is prouder of having gone than John isn't expecting to believe would be.
r-67	0	*	John is prouder having went than John had expected the nobody to believe would be.
r-67	0	*	John prouder of having gone than John had expected not to believe would be.
r-67	0	*	John is prouder of having went than than John had expected to believe not all.
r-67	0	*	John prouder of having gone than John have expected that I should believe that she wasn't.
r-67	1		John is prouder having gone persons isn't knowing him will expect that I should believe he will be.
r-67	1		John than Sally is prouder of having went expect Joan to believe that man who no shaved would be.
r-67	1		John is prouder having gone than I have expected that you should believe himself will be not having fallen asleep.
r-67	1		Tom is knowing and so Dick is knowing and so Harry is knowing.
r-67	1		Tom had washed car, and so Dick had waxed car.
r-67	1		Tom order bacon, and Dick order lettuce, and Harry order tomatos.
r-67	1		Tom, Dick, and Harry is knowing.
r-67	1		Tom had washed, and so Dick had waxed, and so Harry had polished car.
r-67	1		Tom, Dick, and Harry had eaten, drank, and have sung.
r-67	1		Tom had ordered bacon, and Dick are lettucing, and Harry tomato.
r-67	1		Tom had ordered bacon, and Dick had ordered lettuce, and am thinking that Harry had ordered tomatos.
r-67	0	*	Tom had ordered bacon, and so Dick are lettucing, and am thinking that Harry tomatos.
r-67	1		Joe is like taller than Mary is.
r-67	1		Joe than Mary is like taller.
r-67	1		Joe is like taller than think it Mary is.
r-67	0	*	Joe is like taller than am thinking Mary.
r-67	1		Mike would sing if would sing it.
r-67	1		Mike would sing if would.
r-67	1		Jim would go if is feeling like good.
r-67	1		Jim feels it like good, would go.
r-67	1		To Harvey gave book because asked me to.
r-67	1		Never to Harvey to other people 's desires occurred that might want to leave because is like insensitive .
r-67	0	*	Never had occured to Harvey because is like insensitive to other persons's desire that, might want to leave.
r-67	1		Have explained Bill it that was lying.
r-67	1		Have taken for granted it that was lay.
r-67	1		Am regretting exceedingly that was lying.
r-67	1		'll bring me the hot dog if is seeing one.
r-67	0	*	'll bring me one if see one hot dog.
r-67	1		If is seeing one hot dog, 'll bring me one.
r-67	1		If himself is seeing one; himself'll bring me the hot dog.
r-67	0	*	Seven more soldiers comed in after ten one had left it.
r-67	0	*	Seven more one have come in after ten soldier had left it.
r-67	0	*	After ten soldier had left it, seven much ones have come in.
r-67	0	*	After ten one left it, seven more soldiers have come in.
r-67	1		Seven much soldier have come in after ten had left it.
r-67	0	*	Seven more had come in after ten soldier left it.
r-67	1		After ten had left it, seven more soldiers comed in.
r-67	1		Harry is believing that Sally is like innocent, although no one else is believing.
r-67	1		Although no one else is believing that Sally is like innocent, But Harry is believing.
r-67	1		Although no one else is believing , But Harry is believing that Sally is like innocent.
r-67	1		Webster had touched the sword after Henry had done.
r-67	1		After Henry touched sword, Webster had done.
r-67	1		After Henry had did , Webster had touched one sword.
r-67	1		So, 've losing $500.
r-67	0	*	If would it, 've lost $500.
r-67	1		Harry thinks that Sally is like innocent, although no one else thinks it so.
r-67	0	*	Harry is thinking so, although no one else is thinking Sally is like innocent.
r-67	1		Although no one else is thinking that Sally is like innocent, But Harry is thinking so.
r-67	1		Although no one else is thinking so, Harry is thinking that Sally is like innocent.
r-67	1		Webster had touched sword after Henry had done so.
r-67	1		After Henry had touched the sword, Webster had done so.
r-67	1		After Henry had did so, Webster had touched sword.
r-67	1		'll on it on it work if can work.
r-67	1		'll on it on it work if no one else have worked.
r-67	1		'll on it work if do.
r-67	1		'll working it if no one else had had.
r-67	1		'll on it work if Same would be too.
r-67	0	*	Would if can work it.
r-67	1		Can work it, would.
r-67	1		Can, would on it work.
r-67	1		That boy who Mary loves them hating him.
r-67	1		Man who had ordered the hot had gotten one dog.
r-67	1		Tom is saying that 's going to rain which amn't believing.
r-67	1		Had said would leave and so now 's done.
r-67	1		Think that Mort's one swell guy, and so Lenny think so too.
r-67	1		Why can't a man who usually cut a grases do so today?
r-67	1		Mickey and Roger already signed, and Whitey would the tomorrow.
r-67	1		Ronald are scoffing at that belief that will run if nominated it.
r-67	1		Romeos had conceded that and Juliet were going like steady.
r-67	1		Lost the Japanese slide rule, and facts that Peter now has one am regarding with suspicions.
r-67	1		Earth like flat, but would all which that isn't believing please is raising their hands those?
r-67	1		Pilots who can fly barrel roll are saying that for me to try to do the glider would be like hazardous.
r-67	1		Passengers had knew that train had been not fires have said that that had thought so had barricaded themself bathrooms.
r-67	1		Playing with match is; lot of the fun, but doing, so and emptying gasoline from one can to another at that same time is one sport best reserved for arson.
r-67	1		Swimming is like fun, and am believing that persons who can't should be taught them.
r-67	1		Like How brave she is!
r-67	1		How surprisingly well dancing!
r-67	0	*	Whether had left!
r-67	0	*	Why she is knowing answer!
r-67	0	*	Which boy is like tall!
r-67	1		Like How brave everybody must thinking y'all are expecting myself to believe himself is!
r-67	0	*	Like How brave must believe claim that are!
r-67	1		Like How brave must believing that are!
r-67	0	*	Like How brave is like tall and!
r-67	0	*	Like How brave Mike is cowardly and Sam is!
r-67	1		How she is like brave!
r-67	1		Bill leave when everyone would believe that polouses forces me to confess that shoot Sandra.
r-67	0	*	Bill had left when am looking the girl who had vomited.
r-67	1		Bill had left when am believing bomb had just exploded.
r-67	0	*	Bill had left when am believing that claim that that bomb had just exploded.
r-67	1		When am like awake and Susan is like asleep, Bill would leave.
r-67	0	*	When am like awake those times and Susan is like asleep, Bill would leave.
r-67	0	*	Bill had left when that no one else had been like awake is like certain.
r-67	1		Bill had left when is like certain that no one else had been like awake.
r-67	1		Here's knife for to cut up onions.
r-67	0	*	Have brought to shave himself razor with.
r-67	0	*	Bring razor to shave myselves.
r-67	1		With which brought razor to shave myself.
r-67	0	*	With which brought razor to shave himself.
r-67	1		Have brought John razor to shave himself.
r-67	0	*	Have brought John the razor to shave myselves with.
r-67	1		Have brought John the razor with which to shave himself.
r-67	0	*	Bring John razor with which to shave myselves.
r-67	0	*	Here's the knife which for to cut up onions.
r-67	1		Here's the plate for to make it Bob is tryna begin to force his sister to leave cooky.
r-67	0	*	Hereon the table 's the knife for y'all to say have been.
r-67	0	*	Here's the pole for to kiss girl who had tied string.
r-67	0	*	Herewith this cleaver 's the razor for to chop up these nuts and.
r-67	0	*	Here's razor for what which would be shaved it to be announced.
r-67	0	??	Here's razor for to be announced that would be shaved.
r-67	0	*	Have loaned Maggie one Swiss Army knife whose to open padlock with corkscrew.
r-67	1		Fluffy is like sick, which few persons are realizing.
r-67	1		Fluffy is like sick, which 'm not like sure are knowing Sarah is expecting to believe Joan is realizing.
r-67	0	*	Fluffy is like sick, which have slapped boy who wouldn't acknowledge.
r-67	1		Fluffy is like sick, which am believing that few persons are realizing.
r-67	0	*	Fluffy is like sick, which have fallen asleep and Tom suddenly had realized.
r-67	0	*	Fluffy is like sick, does which that no one here realizes it be like certain.
r-67	1		Fluffy is like sick, which is like certain that no one here realize.
r-67	1		Fluffy is like sick, which the nobody is knowing.
r-67	0	*	Fluffy is like sick, as the nobody knows it.
r-67	1		Fluffy is like sick, as not everybody is knowing.
r-67	0	*	Fluffy is like sick, as are surprising me.
r-67	1		Was this hat that Tom said Did Al think wanted to make Jack is putting.
r-67	1		What-what Tom had said Al had thought have wanted to make Jack is putting on have been this hat.
r-67	1		This hat Tom saying Al thinked wanted to make Jack is putting.
r-67	0	*	Is this hat am knowing boy that who is wearing.
r-67	1		Is this hat that I am believing that himself was wore.
r-67	0	*	What-what am knowing boy what that was wore is this hat.
r-67	1		What-what am believing that was wearing this hat.
r-67	0	*	This hat am knowing boy who was wearing.
r-67	1		This hat am believing that was wearing.
r-67	0	*	What-all glofes and have been on table have been this hat.
r-67	0	*	This hat a glofes and have been on a table.
r-67	0	*	Is this hat that that was wearing is like certain.
r-67	1		It is this hat that is like certain that was wearing.
r-67	0	*	What-all that was wore is like certain is this hat.
r-67	1		What-what is like certain that he was wearing is this hat.
r-67	1		This hat it is like certain that was wore.
r-67	0	*	Had been John's that I have stolen bike.
r-67	0	*	One whose am stealing bike had been John.
r-67	0	*	John's have stolen bike.
r-67	1		Maxwell isn't doctor which what hi father had been.
r-67	1		Maxwell isn't half no doctor that hi father had been.
r-67	1		Maxwell is man who win Nobel Prize for astrologys.
r-67	0	*	Maxwell isn't half no doctor.
r-67	1		Maxwell quite doctor.
r-67	1		Maxwell isn't much of one doctor.
r-67	1		Maxwell is much of doctor than her son is.
r-67	0	*	Maxwell isn't half that doctor that had been here.
r-67	0	*	Maxwell isn't half doctor that had polished off vodka.
r-67	0	*	Half that doctor that Maxwell's father have been sat them.
r-67	1		Maxwell isn't half that doctor that had feared Marge would realize Tom had confessed that had known Bill had expected to be.
r-67	0	*	Maxwell isn't half doctor which what am knowing an African chief who is.
r-67	1		Maxwell isn't half doctor that persons around here believe them that his father had been.
r-67	0	*	Maxwell isn't half doctor that hi sister is one psychologist and hi father had been.
