index	sentence1	sentence2	label
500	Zhao, who died 85, was a reformer who was removed office, and imprisoned, 1989 denouncing use force student protesters Tiananmen Square.	Zhao was arrested 1989.	entailment
501	U.S. state Florida entered an agreement June 24, 2008 purchase U.S. Sugar Corporation, the largest manufacturer cane sugars U.S., an effort restore Everglades. Terms agreement stated that purchase would be completed 75 days, but that U.S. Sugar would be able operate another six years. that, state Florida is coming to retain ownership U.S. Sugar's manufacturing facilities Clewiston, Florida, and 187,000 acres already grew that grown sugarcane 1960s will be allowed return their natural state.	Florida coming buy Sugar Corporation.	entailment
502	Bechtolsheim, which designed prototype the first Sun workstation while he was a Birkenstock-shod Stanford University graduate student 1982, the new line computers, codes named Galaxy, are a returns companys's roots.	Sun workstation was created by Bechtlsheim.	entailment
503	Elizabeth Dowdeswell is the Under Secretary General at United Nations Offices at Nairobi and Executive Director of United Nations Environment Programme.	Elizabeth Dowdeswell is Executive Director United Nations Environment Programme.	entailment
504	Agreement also stated a period of transitions for the Baltic countries last until December 31, 1999. This was a much more shorter period than that which was assigned to the Central European countries (their transitions periods were declared be 10 years). Estonia declined transitions period, Latvia received a transitions period of four years, and so Lithuania received a transitions period of six years.	Baltic Countries are joining EU.	not_entailment
507	The unconfirmed case Dundee is concerning a rabys-like virus known only bats.	A case rabies was confirmed.	not_entailment
508	Our best evidences are that crustal magmas chamber filling molten rocks. But we have no idea how long this process goes on before there either are an eruptions or inflow molten rocks stops and the caldera deflates again, added Smith. Volcanic activitys Yellowstone heat up underground waters which create geysers superheated waters, and are responsible the creations and continuous eruptions Old Faithful.	There is a volcano in Yellowstone.	entailment
509	Marriage is planned take place in Kiev Monastery of Caves, whose father superior, Bishop Pavel, is Yulia Timoshenko's spiritual father.	Yulia Timoshenko is daughter Bishop Pavel.	not_entailment
510	Earlier this year reporter Judith Miller was jailed refusing name US-governments source which identified a member US Central Intelligence Agency (CIA), Valerie Plame.	Judith Miller is a member of CIA.	not_entailment
511	John Lennon's widow, Yoko Ono, already topped US dances chart ages 71 a song supporting gay marriage.	Yoko Ono is John Lennon's widow.	entailment
512	Arromanches-les-Bains or simply Arromanches is a town Normandy, France, located coast hearts area where Normandy landings took place D-Day, June 6, 1944.	Normandy landings took place June 1944.	entailment
513	When comparing Michele Granger and Brian Goodell, Brian has be the clear winner. 1976, while still a student Mission Viejo High, Brian won two Olympic golds medals Montreal, breaking his own world records both the 400- and 1,500-meter freestyle events. He went on win three golds medals he 1979 Pan American Games.	Brian Goodell winned three golds medals in the 1979 Pan American Games.	entailment
514	"BBC Radio 1 bosses today already reversed their decision censor word ""faggot"" the 20 year old ""Fairytale New York"" song Pogues. The initial censoring song caused controversy recently as song had been played 20 years censoring, and resulted many persons contacting BBC saying decision was ""ridiculous"". ban was also ridiculed facts that it only applied Radio 1 and not Radio 2 or any other station BBC network."	"Fairytale of New York is not containing word ""faggot""."	not_entailment
515	Nike Inc. said, Monday, that its first-quarter profit grew 32 percent, as world's most largest sneaker and athletic apparel companys posted broad gains sales and orders.	Nike said that orders deliverys were up 11 percent a year earlier, and it was optimistic its growth prospects.	not_entailment
516	Munir Mezyed, a poet and critic, aroused sentiments and emotions of audience when he recited his smooth flowing poetrys both in Arabic and English, which demonstrated his unique and overwhelming style.	Gotthold Ephraim Lessing lived 1729 1781.	not_entailment
517	Qin Shi Huang, personal name Zheng, was king Chinese State Qin 247 BCE 221 BCE, and then the first emperor a unified China 221 BCE 210 BCE, ruling name First Emperor.	Qin Shi Huang was the first China Emperor.	entailment
518	"Meanwhile, an exclusive interview a TIMEs journalist, the first one--one session gave to a Western prints publications his election president Iran earlier this year, Ahmadinejad attacked ""threat"" bring issue Iran's nuclear activitys UN Security Council US, France, Britain and Germany."	Ahmadinejab threaten Iran nuclear activitys.	not_entailment
520	Muslims are commanded not take Jews or Christians for friends.	Jews and Christians pray as Muslims do.	not_entailment
521	"In Wednesday's filing, Google said it planned complete IPO ""as soon as practicable."""	It's unclear whether Wednesday's twist is coming to affect timing Google's initial public offering.	not_entailment
522	Iranian nuclear officials are saying 54,000 centrifuges would produce enough enriched uraniums fuel a 1,000-megawatt reactor, such one being built by Russia that is completion the southern city Bushehr.	54,000 centrifuges would produce enough enriched uraniums fuel a 1,000-megawatt reactor.	entailment
523	An attempted carjacking Thursday evenings Johannesburg have left famous South African reggae star Lucky Dube dead. He was dropping his children off suburb Rosettenville when he was attacked. Police said that three gunshots were fired car window, injuring Dube. His children were car times. An injured Dube then attempted drive his car away area, but hit a tree soon after. He died scene. police is suspecting that three people were responsible attack.	Lucky Dube was a reggae star.	entailment
524	Mossad is one of world's most well-knew intelligences agencies, and is often viewed in the same regards as CIA and MI6.	Mossad are an intelligences agencys.	entailment
525	"Hugh was also too supportive of Mustang's plan become Fuhrer, doing whatever he can , as he putted it, ""help him from bottom to top."""	Hugh assisted Mustang.	entailment
526	Focus engines and fuels, stem pilot radio call, shortly crash.	Pilot had been attempting an emergencys landing, after both engines failed.	not_entailment
527	Tom Cruise is married actress Nicole Kidman and couple has 2 adopted children.	Tom Cruise is married to Nicole Kidman.	entailment
528	Theravada Buddhism is the official religion of Thailand and is religion of about 95% of its people. governments permit religious diversitys, and so other major religions are represented. Spirit worship and animism are widely practiced.	The official religion of Thailand is Theravada Buddhism.	entailment
530	Clonaid said, Sunday, that the cloned baby, allegedly bore an American woman, and her family were coming return United States Monday, but where they live and further details were not released.	Clonaid announced that mother and daughter would be returning US Monday.	entailment
531	Mitsubishi Motors Corp.'s new vehicle sales US falled 46 percent June	Mitsubishi sales rised 46 percent	not_entailment
532	"An act signed into laws by Afghan President Hamid Karzai last month dramatically rolled back rights of womans in those countrys, according to human rights groups and a United Nations report on bill by United Nations Development Fund for Women. The Afghan governments have not provided a copy of texts of Shia Family Law to UN or to other outside groups requesting it, citing ""technical problems"", however, UN and oppositions politicians are saying that bill is containing numerous provisions restricting rights of womans, such as giving their husbands prioritys in court; requiring husband's permissions leave houses, are obtaining education or employments, or see a doctor; and reserving custodys of childs to male relatives."	Hamid Karzai is an employee UN.	not_entailment
533	"The early Olympic games, athletes used run a mile and then are reciting a poem. The first poet--residence an English football team, Ian McMillan, remarked that football chants are huge tribal poems. Generally, though, sport and poetry never already seemed natural companions human enterprise. Until New York Mets baseball team suffered 2007 arguably the worst collapse Major League Baseball history. describe anguish fans feeled, New York Times turned a poet, Frank Messina. ""Nothing was really representing fan's point view,"" Messina telled Wikinews reporter David Shankbone an interview. ""There's a lot hurting persons out there who can't express did what happen."""	David Shankbone is an employee New York Times.	not_entailment
535	"Persistences and severity of drought in Murray-Darling Basin have been described as ""unprecedented"" after late summer inflows to river system fell to a 117-year low. The ""bleak'' outlook for next three months was adding to the grim newses, Murray-Darling Basin Authority said. Irrigation waters for Australia's foods bowl are coming to be dependent almost entirely on rainfall as basin states hold back waters for critical human needs. "" persistences and severity of this drought, particularly over the past three years, are unprecedented,'' authoritys chief executive Rob Freeman said as he delivered basin's latest drought update."	Murray-Darling Basin is central Australia.	not_entailment
536	"Once called ""Queen of Danube,"" Budapest has long been the focal point of nation and a lively cultural centre."	"Budapest was once popularly knew ""Queen Danube."""	entailment
538	The longest stay spaces was 438 days Valeri Polyakov.	Record the longest stay spaces, a human, is 438 days.	entailment
539	An Iraqi official reported today, Saturday, that 68 Iraqi civilians were killed as a result of the American and British bombing on Iraq and that their funerals were held today in Baghdad.	The 68 civilians killed as a result of the Anglo-American bombing of Iraq, were buried today in Baghdad.	entailment
540	The longest mission which Russian Salyuts supported it was 63 days. The second generations Salyuts would fly missions much longer and would need be resupplied times times.	Russians hold record for longest stay in spaces.	not_entailment
541	November, results the 2008 United States Senate election Minnesota showed Republican Norm Coleman a 215 vote leads the Democratic challenger Frankened. The close margin ―less 0.0075 percent an automatic recount which resulted Franken leading 225 votes, total ratified by Minnesota Canvasing Board January 5. Coleman campaign filed a motions January 6 court block certification Franken's victorys and prevent Franken taking a seat United States Senate. March 31, a three-judge panel hearing case ordered 400 additional ballots be counted.	Norm Coleman is a member Republican Party.	entailment
542	World Health Organization moved Friday, revise alarming predictions that a pandemic stemming birds flu virus ravaging parts Asia, could kill as many as 150 million people.	U.N. health agency have distanced itself from a top official's prediction that a global influenza pandemic could kill as many as 150 million persons.	not_entailment
543	A prosecutor had urged a state judge sentence Former Tyco International CEO, Dennis Kozlowski, to the maximum 15 30 years in prison for stealing hundreds of millions of dollars from companys.	Ex-Tyco CEO, Dennis Kozlowski, received 8- 25 years prison, Monday, his part stealing hundreds of millions dollars the manufacturing conglomerate.	not_entailment
545	FMLN have prudently took time adopting a definite position, meanwhile government have increased its detentions and attacked residences leaders Social Christian People's Movement.	Social Christian People's Movement was attacked by FMLN.	not_entailment
546	State of California Department of Occupational Health and Safety released its report on the September 5 fatal accident on Disneyland's Big Thunder Mountain Railroad attractions.	Disneyland have accident	entailment
547	Martin was took New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor said he was treated dehydration.	Martin is working for Ochsner Foundation Hospital.	not_entailment
548	The recent 14% hike third clases postage rates, accompanied by simultaneous double-digit papers price increases, hits more smaller catalogers especially hard.	Cost papers rising.	entailment
549	Today about 75% of people live in cities or towns. Art and culture are an important part of France.	75 persons live in France.	not_entailment
550	In any case, facts that this week Michael Melvill, a 63-year-old civilian pilot, guided a tiny rocket-ship more than 100 kilometres above Earth and then glided it safe back to Earth, are a cause for celebration.	Michael Melvill guided much than 100 rocket-ships Earth.	not_entailment
551	Christopher Reeve, an actor and director who becomed an inspiration worldwide being paralyzed a horse riding accident, died Sunday heart failure.	Christopher Reeve had an accident.	entailment
554	Deng Haihua, Ministry Health spokesperson, is expecting diseases reach its height May and July. Yang Weizhong Deputy Director Chinese Center Disease Control and Prevention said researchers increasing researchs efforts find a vaccine EV71. Families are being instructed embark week-long disinfections free medical supplies local healths authorities.	Deng Haihua is an employee Chinese Center Disease Control and Prevention.	not_entailment
555	Papers presented are showing that all European countries experiencing rapidly aging populations that is coming to cause sharp increases cost retirement incomes the next several decades.	National pension systems currently adopted Europe are difficulties.	entailment
556	PM tried buy Belin biscuits companys from RJR Nabisco two years ago.	American tobaccos companies began diversify productions.	not_entailment
557	Bunker started XenuTV 1999 and began make videos that he provided for Lisa McPherson Trust. Bunker is a critic Church Scientology 1997. 2006, he won a Regional Emmy Award after he and KUSI-TV newses reporter Lena Lewis produced a documentary newses videos issues United States - Mexico border San Diego, California.	Church Scientology includes Lena Lewis its members.	not_entailment
558	With a 38-35 victory over New York Giants at Giants Stadium Saturday night, New England Patriots becomed the second team in the modern era of National Football League go undefeated (16-0) in the regular season. The only other team have achieved this feat was Miami Dolphins in 1972, who were 14-0 due to a different regular season structure at time.	New England Patriots is name of a fast foods chain.	not_entailment
559	QNX Software Systems Ltd., a leading provider real-times softwares and services the embedded computing market, is pleased announce appointment Mr. Sachin Lawande position vice president, engineerings services.	Sachin Lawande Named VP Engineering Services QNX	entailment
560	He interviewed Shigeko Sasamori December 2004. Ms. Sasamori was thirteen when the atomic bomb was dropped Hiroshima (August 6, 1945).	1945, an atomic bomb was dropped Hiroshima.	entailment
561	There are actually good grounds believe that legalization would reduce costs respiratory damages marijuana smoking encouraging development more better smokes filtration technologys, substitutions more potent, less smokes-producing varieties marijuana, and substitutions oral preparations smoked marijuana.	Drug legalization has benefits.	entailment
562	The humane organizations, Caritas, quoting its branch in Iraq, announced today, in Germany, that several Iraqi hospitals, especially Saddam Hospital, which is considered the biggest hospital in Iraq, were hit in the American-British bombing of the Iraqi capital.	An official source for Caritas announced today in Germany, that several Iraqi hospitals, (excluding Saddam Hospital, which is the biggest hospital in Iraq,) were hit in the American-British shelling of Baghdad.	not_entailment
564	"Officials claimed it were backed by influential members of Santa Cruz busineses community of Croatian descent. security vice-minister, Marcos Farfan, said that police have surveillance photographs of Mr Dwyer at various public events attended by Mr Morales, including a peasant rally near Santa Cruz and a visit to naval installations on Lake Titicaca. Mr Farfan said that Mr Dwyer was ""following"" Mr Morales and other officials as part of preparations for ""assassination plot"". He added that polouses experts analysing contents reportedly found in computers took from rooms in which men were killed."	Lake Titicaca has a naval installation.	entailment
565	Scott's execution leaded outrage in Ontario, and was largely responsible for prompting Wolseley Expedition which forced Louis Riel, now branded a murderer, flee settlement.	Louis Riel assassinated Scott.	not_entailment
567	A bus collision a truck Uganda have resulted at least 30 fatalities and have left a further 21 injured.	30 is dying in a bus collision in Uganda.	entailment
568	World Trade Organization, International Monetary Fund and World Bank have all been criticized for their role in catalyzing the harmful impacts of corporate globalization on people, environment and sustainable development.	World Bank is criticized its activities.	entailment
569	"President George W. Bush, who gived the keynote address and introduced his father, raved vessel: ""She is unrelenting, she unshakeable, she is unyielding, she is unstoppable. facts, she should have been named Barbara Bush."""	Name George H.W. Bush's wife is Barbara.	not_entailment
570	Planet probably getted this name to its red color; Mars is sometimes referred ' Red Planet'.	Mars is called 'the red planet'.	entailment
571	So far British already preferred a policy a voluntary approach restricting advertising and high taxes tobacco products.	Sales already declined to restrictions advertisings.	not_entailment
572	Infertile womans are vital successful child-rearing being unable produce childs themself.	Infertile womans cannot produce childs.	entailment
573	Greece objects the neighbouring Skopje governments using name Macedonia, saying it implies claims a Greek province the same name.	Greece and Macedonia are dispute name.	entailment
575	Ocean colour satellite remote sensing already developed rapidly the last five years and satellite imagery is now processed automatically and made available WWW.	Ocean remote sensing is developed.	entailment
576	"The so-called ""grandmother hypothesis"", based studies African hunters-gatherer groups, suggest that infertile womans are vital successful child-rearing being unable produce childs themself."	"""grandmother hypothesis"" suggest that infertile womans are too important for raising childs."	entailment
579	Protest votes as citizens of the 25 EU nations punished their governments.	European Union is made up 25 nations.	entailment
580	When the last member Hasmonean Dynasty died 37 B.C., Rome maked Herod king Judah.  Roman backing, Herod (37-34 B.C.) ruled both sides Jordan River.  his deaths the Jewish kingdom was divided his heirs and gradually absorbed Roman Empire.	Hasmonean Dynasty rules Jordan.	not_entailment
581	Mr David Herman, head GM's local operations accused Mr Gerhardt Schroeder, prime Minister Lower Saxony and a member the VW supervisory board, trying use his political weights influence investigations state prosecutors Hesse claims industrial espionage GM.	Gerhardt Schroeder was accused helping VW.	entailment
582	GDP report showed growth in busineses outlays advanced at a solid 8.9% pace.	GDP was a disappointing report.	not_entailment
584	Edward VIII shocked world 1936 when he gived up his throne marry an American divorcee, Wallis Simpson.	King Edward VIII abdictated in 1936.	entailment
585	He tried persuade a local banker loan more moneys to villagers, but banker refused, insisting they didn't qualify for credits. So, Yunus started his own bank help poorest of poor lift themselves up.	Yunus started his own bank loan moneys to villagers.	entailment
586	Animals are permitted enter UK 6 months later quarantine as long as they have been treated ticks, fleas and tapeworms 24 and 48 hours boarding transport that is coming to return pets UK.	Quarantine is compulsory for animals enter UK.	not_entailment
587	Though Wilkins and his family settled quick Italy, it wasn't a successful era Milan, and Wilkins was allowed leave 1987 join French outfit Paris Saint-Germain.	Wilkins departed Milan 1987.	entailment
589	Blue Mountain Lumber is a subsidiary of Malaysian forestry transnational corporation, Ernslaw One.	Blue Mountain Lumber is owning Ernslaw One.	not_entailment
590	Congress leader Sonia Gandhi and BJP prime ministerial candidate LK Advani are among candidates whose seats holding voting in the third phases. Results are due on 16 May and no party is expected win a clear majority.  Voters in states of Bihar, Gujarat, Jammu and Kashmir, Karnataka, Madhya Pradesh, Maharashtra, Sikkim, Uttar Pradesh and West Bengal casting ballots on Thursday. Voting is also being held in the federally-administered territories of Dadra and Nagar Haveli, and Daman and Diu.	Sonia Gandhi winning Uttar Pradesh state.	not_entailment
591	"New Zealand Qualifications Authority said Friday that it still strongly discourages students from using anything other than full English, but still those credits will be given if answer ""clear show the required understandings,"" even if it contain texts-speak."	Full English is recommended by New Zealand's Qualifications Authority.	entailment
592	SCORES fast foods outlets launched a legal challenge payment and employments conditions its workers, it already launched yesterday. case is being took by the newly formed Quick Service Food Alliance (QSFA), which also warned that current legislations would lead job losses and businesses closures to labours costs. QSFA represents 170 businesses fast foods sector Subway, Supermacs and McDonald. It said it was take a High Court challenge rights Catering Joint Labour Committee (JLC) set minimum wages and employments conditions workers catering industrys.	Quick Service Food Alliance also is including McDonald's.	entailment
593	As hurricane Katrina moves the Floridian peninsula, deaths tolls have began surface. Friday, the official count was seven dead, at least five missing. 4 persons Broward, 3 Miami. forecast Hurricane  Katrina predicts that it is coming to continue its present northwesterly course and approach panhandle Florida and Mississippi delta region the next few days.	Hurricane Katrina hitted Florida.	entailment
594	The Salt Lake City 2002 Winter Olympics is coming to take place February 8th February 24th 2002. Paralympics is coming to take place Salt Lake City March 7th March 16th 2002.	2002 Olympic Winter games take place in Salt Lake.	entailment
595	LISBON, Jan. 22 (Xinhuanet) -- Anibal Cavaco Silva, a former prime minister, winned Portugal's presidential election on Sunday.	New Portuguese prime minister is elected.	not_entailment
596	Practically every architect of international stature has vied for bonanza of public and private projects -- including Renzo Piano, Peter Eisenman, Philip Johnson, Rafael Moneo, Helmut Jahn and Richard Rogers.	Renzo Piano is an architect.	entailment
598	Six-member delegation included lawyers Justice, State, and Homeland Security Departments, U.S. military sources, who spoke condition anonymity because only Justice was allowed officially disclose mission. It were spend a minimum one hours each Uighur (WEE-gur) captives, who are part China's Muslim minority and who is risking religious persecution if returned their homeland. Each was captured Afghanistan late 2001 and handed over U.S. forces, who interrogated them learn al-Qaeda's paramilitary training camp structure.	Six Uighurs were captured gain informations al-Qaeda.	not_entailment
599	Though owning no trees and no waters, Takeshima Island has became subject a bitter political dispute Japan and South Korea.	There is a territorial waters dispute.	not_entailment
600	After graduating in 1977, Gallager choosed accept a full scholarship play footballs for Temple University.	Gallager attended Temple University.	entailment
601	For womans which are HIV negative or who do not know their HIV status, breastfeeding should be protected, promoted and supported for six months.	HIV-positive mothers, decision whether or not breastfeed a child can be difficult.	not_entailment
602	"Recovery capsule, which carried astronaut Virgil ""Gus"" Grissom a brief suborbital flight July 21, 1961, taked place the 30th anniversary mankinds first moon landing."	Moon was first touched by mankinds in 1969.	not_entailment
603	Conference found that many Australians experience discriminations the Governmental, penal, legal and healths cares systems of their mental healths, race, skin colour, sexuality, sexual formation or refugee status.	Mental healths problems increase young.	not_entailment
604	Tourists pay millions dollars a year come and see Africa wildlifes and smugglers pay millions much strictly illegal purchases ivory and rhino horn poachers.	African countries encourage keeping animals alive attract tourists.	not_entailment
605	Rehnquist served longer chief justice anyone a century, and his 33-year career a justice was the half-dozen most longest court historys.	Rehnquist served the second-most longest tenure, chief justice, US historys.	not_entailment
606	Red Planet is thought have no magnetic field. It has greenhouse effect which raises temperature about 5 degrees. It have a too thin atmospheres consisting of 95.3% carbons dioxide, 2.7% nitrogens, 1.6% argons, 0.15% oxygens, and 0.03% waters.	Mars is called the red planet.	not_entailment
607	When Adolf Hitler heard of how Mussolini was executed and put on public display, he vowed he would not let this to happen to him. Hitler shot his mistress and new wife, Eva Braunn, and then swallowing some poisons, he shot himself in mouth.	Mussolini's mistress was Eva Braunn.	not_entailment
608	Los Angeles Mayor James Hahn, along with top members of Automobile Club of Southern California, along with is coming to announce kickoff of a $9 billion plan fund Los Angeles County Top Ten Traffic Busters.	James Hahn is a member of Automobile Club of Southern California.	not_entailment
609	Getty also starred several movies show Mask where she played mother singer and song writer Cher and Stop! Or My Mom Is coming to Shoot where did she also play mother actor Sylvester Stallone. She also starred television show are spinning Golden Girls titled Golden Palace and maked a two episode appearance another spin off called Empty Nest. Getty was bore New York City July 25, 1923, passing away just three days her 85th birthday.	Stallone played Getty father.	not_entailment
610	Strong competitions in industries such as shipping have resulted in wafes of investments in labour saving technologys such as steel and aluminium cutting tools, processing machine and welding robots.	The automotive industrys have seen advances in robotic metals cutting.	not_entailment
612	We never have a core (busineses) thing, founder Richard Branson telled Reuters at launch this month of Virgin Vodka, which, with Virgin cola and Virgin computers, are his latest bright ideas.	Richard Branson's cola is called Virgin Cola.	entailment
613	Actor Christopher Reeve, best knew his role Superman, is paralyzed and cannot breathe helps a respirator breaking his neck a riding accident Culpeper, Va., Saturday.	Christopher Reeve had an accident.	entailment
614	"One year on since he was elected office President Paraguay, Fernando Lugo is making headlines countrys he is leading, but all the wrong reasons. Newspapers and TV programmes have been dominated by stories womans coming forward claim it had a child the former Catholic bishop. This ""political soaps opera"", complained one this reports, are ""paralysing governments"".  Three womans made allegations so far and there were reports Paraguay mediums that there may be more claims come."	Fernando Lugo was a Catholic bishop.	entailment
616	Women are poorly trained politics.	Womans are poorly represented in parliament.	not_entailment
617	About two weeks before trials started, I was Shapiro's office Century City.	Shapiro works Century City.	entailment
618	European Organization for Nuclear Research (CERN) said on Monday that repairing the Large Hadron Collider (LHC) will cost up €16.6 million or $21 million. LHC, which is world's largest and highest-energys particle accelerator, is located near border of France and Switzerland and crosses border four times. It has a diameter of 27 km (17 miles). It is designed simulate conditions shortly after Big Bang, but still it breaked down on September 19 due to an electrical failure.	CERN head office is in Paris.	not_entailment
619	Walt Disney Co. donated one of world most significant private collections of African artwork, yesterday, to Smithsonian National Museum of African Art.	Disney gived Smithsonian a trove of sought-after African art.	entailment
620	PM have now firm projects which is including a stake a joint venture called Constellation Samara involving city's main tobaccos factory.	PM acquired three Russian factories.	not_entailment
621	Aides to British Prime Minister Tony Blair, whose Labor Party won powers 13 months ago and who is the current EU president, said leaders acknowledged jointly - and without trying blame each other - that EU's Belgian-based bureaucracy is regarded as both remote and overbearing.	Tony Blair is belonging to Labor Party.	entailment
622	"A Spanish man who murdered a Welsh couple with a hammer on island of Fuerteventura have been jailed for 39 years by a court in Canary Islands. Brian and Tina Johnson were bludgeoned to deaths by tenant Juan Carmelo Santana, 42, when they tried collect overdue rents from him in July 2006. Santana was sentenced to 17 years for Mrs Johnson's murders and 22 for the more ""brutal"" killing of her husband. He was ordered pay their son Sam £270,000 in a private prosecution."	Juan Carmelo Santana was killed by Brian and Tina Johnson.	not_entailment
623	"First Sea Lord Admiral Sir Jonathon Band GCB, ADC of United Kingdom, the most senior serving officer in Royal Navy, said that ""... submarines comed into contact at too low speed. Both submarines remained safe. No injuries occurred. We can confirm capability remains unaffected and there were no compromises to nuclear safety."" ""Both navies want quiet areas, deep areas, roughly the same distance from their home ports. So y'all already got this station grounds gotten quite a few submarines, not only French and Royal Navy but also from Russia and United States. Navies often used the same nesting grounds,"" said John H. Large, an independent nuclear engineer and analyst primarily knew for his works in assessing and reporting upon nuclear safety and nuclear related accidents and incidents."	Two submarines already collided.	entailment
624	Laws, Mexico can only export half oils it is producing United States.	Mexico produce more oils and any other countrys.	not_entailment
625	The wait times for a green card have risen from 21 months to 33 months in those same regions.	It take longer get green card.	entailment
626	Jack Straw, Foreign Secretary, are coming to meet his Brazilian counterpart, Celso Amorim, London today.	Jack Straw is a partner Celso Amorim.	not_entailment
627	West Pharmaceutical Services plant, which had been cited it for numerous safety violations last fall, made syringe plungers and IV supplies.	West Pharmaceutical Services plant had been cited numerous safety violations last autumn.	entailment
628	If confirmed rabies, case could be the first occurence infection acquired UK 1902.	A case of rabies was confirmed.	not_entailment
630	Carmen was only slightly put out find that women are as poorly represented among Australian political scientists as they are in parliament (Leonie was asking, 'where are all women?').	Womans are poorly represented in parliament.	entailment
632	Actual statistics deterrent value capital punishments are not available because it is impossible know who may have been deterred committing a crimes.	Capital punishments are a deterrent crimes.	not_entailment
633	If we could put a man moon decades back 1960s, I am thinking we can eliminate TB if we are developing will do so said O'Brien, who called a significant investments researchs, particularly the large field trials necessary demonstrate efficacy.	Moon was first touched by mankinds in 1969.	not_entailment
634	Councilman Pierce had built home for his daughter E. 28th Street Rossville Blvd, as he lives near.	Pierce lives E. 28th Street.	not_entailment
636	Hooper, a salesman Portland, is accused posing a potential home buyer July 26, then forcing hisself residence and raping a 19-year-old woman.	Hooper bought a houses Portland.	not_entailment
637	"1970s, she was one the most popular female vocalists France, and becomed well-known internationally. Anne Marie David, Arles souths France, parlayed her initial succeses playing Mary Magdalene the French productions Jesus Christ Superstar taking home the ""grand prix"" Eurovision Song Contest 1973. Her winning song, ""Tu te reconnaîtras"" (Y'all is coming to recognize yourself), becomed a Europe-wide hitted that spring."	Anne Marie David winned Eurovision Song Contest.	entailment
638	In France, art dealers are obliged by laws register all purchases except that bought at a public auction.	France, works art bought public auction are exempt registrations.	entailment
639	Twenty-four people, them seven children, were killed Sunday after their airplane crashed a river Brazil. Four people survived crash, a 9-year-old boy. aircraft, which was a twin-engine Embraer turboprop chartered by Manaus Aerotaxis, was carrying 26 passengers and two crew members when it crashed. pilots plane, which had departed Coari, had supposedly contacted airs traffics controls their destination Manaus announce  that they were turning back. plane, however, then disappeared radar. plane maked an emergencys landing river Manacapuru, a branch  Amazon river the Brazilian state Amazonas, 50 miles (80 kilometers) Manaus.	24 persons died in an airplane crash.	entailment
640	A young gunman known Scarface have been jailed life murders a promising teenage footballer. Richard Harrison-Allen, 20, shot Etem Celebi dead November 2007 as he tried flee scene the Smalley Close estate, Stoke Newington, north London. Gang member Harrison-Allen, Hackney, east London, who was convicted teenager's murders earlier this month, was sentenced a minimum 26 years St Albans Crown Court. He sat motionless as sentence was passed.	Scarface is nickname Richard Harrison-Allen.	entailment
641	Some large Russian oils companies, Lukoil, Zarubezhneft, the state-owned oils companys, and Alpha Eco, trader, were implicated by report.	Zarubezhneft trade oils.	entailment
642	Some of the stole trades secrets were seized from defendants at San Francisco International Airport (SFO) while they were attempting fly to China.	Trades secrets were stolen.	entailment
643	Westbridge manufactures certified organic fertilizers liquid growth enhancers and biostimulants.	Organic fertilizers are used as soils enhancers.	not_entailment
645	Earlier this year, Kai-Uwe Ricke, chief executive Deutsche Telekom, floated possibility that T-Mobile USA might be sold.	Deutsche Telekom sold T-Mobile USA.	not_entailment
646	A western European countrys, birth rate Finland is high.	Finland are the European countrys the highest birth rate.	not_entailment
647	Typhoon Chanchu, packing winds up to 170 kph (106 mph) and the strongest typhoon record enter South China Sea May, made landfall cities Shantou and Xiamen and was advancing northeast, Hong Kong Observatory said.	A typhoon batter Philippines.	not_entailment
649	"Resignation comed amid recent allegations by Massachusetts' attorney general that Boston archdiocese engaged in ""an elaborate scheme"" keep quiet issue of child sexual abuses by priests."	State attorney general claimed that archdiocese engaged a coverup.	entailment
650	At approximately 3:20 p.m., an unnamed caller reported sight of suspects on a near street, East 27th Street, causing polouses create a blockade, surrounding suspect. This are where the other two officers were shot, these times in an exchange of gunfire while attempting it take the alleged shooter of the two officers into custodys. suspect was killed by polouses gunfire. suspects name was Lovelle Mixon, aged 26, who had a warrant issued for his arrest after his bail was revoked for violations of parole. All four of officers were took to Highland Hospital in critical condition where they all later died of their injuries. There names were: Sargent Erv Romans, aged 43, Sargent Dan Sakai, 35, John Hege aged 41 and Mark Dunakin, 40.	Sargent Dan Sakai was a colleague of John Hege.	entailment
651	Royal Navy servicemen being held captive by Iran are expected be freed today.	British servicemen detained	entailment
652	A male rabbit is called a buck and a female rabbit is called a doe, just deer.	A female rabbit is called a doe.	entailment
654	Wednesday nights persons Bahçelievler district Yenibosna Istanbul, Turkey, claimed that they had seen a UFO flying skys, the Turkish newspapers Sabah report. They said that UFO was glowing white lights and so that it revolved itself. Istanbul has previous UFO incidents pasts, and so 2002, Istanbul UFO Museum was opened publics.	A UFO might have been seen Turkey.	entailment
655	A massive polio immunization drive is way more than 20 nations West and Central Africa, but Cote d'Ivoire violence forced a postponement vaccination campaign, Global Polio Eradication Initiative (GPEI) already forced November 18.	Polio is under controls in world.	not_entailment
656	"BEIJING — decade since the Chinese government beginned repressing Falun Gong, a crusade that human rights groups are saying leads imprisonment tens of thousands practitioners and claimed at least 2,000 lifes, world attention shifts elsewhere. drive the spiritual group eliminates its leadership, decimated ranks faithful and convinced many Chinese that group is an ""evil cult,"" as government is contending. But 10 years on, war Falun Gong is remaining unfinished."	Falun Gong is a spiritual group.	entailment
